equipment_id,equipment_name,equipment_type,plant_code,work_center,manufacturer,acquisition_date,theoretical_capacity_hour,installation_status
EQ-P07-0765,Reflow System E,Reflow,P07,WC-RFL-01,Heller Industries,2026-02-04,80,Active
EQ-P07-0766,Wave Solder Gamma,Soldering,P07,WC-SOL-02,Heller Industries,2022-05-15,139,Active
EQ-P07-0767,Placement Machine 3,Pick and Place,P07,WC-PPL-01,Yamaha,2023-04-05,67,Active
EQ-P07-0768,Wave Solder Theta,Wave Solder,P07,WC-WSL-01,Nordson,2018-06-03,135,Active
EQ-P07-0769,X-Ray Inspector E,X-Ray,P07,WC-XRY-01,Creative Electron,2022-05-29,136,Maintenance
EQ-P07-0770,Reflow Oven V,Reflow,P07,WC-RFL-01,Ersa,2024-05-15,210,Active
EQ-P07-0771,Wave System Delta,Wave Solder,P07,WC-WSL-01,Ersa,2016-09-30,183,Active
EQ-P07-0772,Coating Station 6,Coating,P07,WC-COT-01,Speedline,2017-02-23,140,Active
EQ-P07-0773,AOI Inspector 9,Test Station,P07,WC-TST-01,National Instruments,2019-02-01,186,Active
EQ-P07-0774,X-Ray Inspector Theta,X-Ray,P07,WC-XRY-01,Creative Electron,2016-06-01,250,Active
EQ-P07-0775,Conformal Coater Zeta,Coating,P07,WC-COT-01,Nordson,2020-07-16,110,Active
EQ-P07-0776,AOI Inspector Theta,Inspection,P07,WC-INS-02,Nordson,2021-12-01,250,Active
EQ-P07-0777,Placement Machine Beta,Pick and Place,P07,WC-PPL-02,Yamaha,2017-02-25,173,Maintenance
EQ-P07-0778,ICT Tester Pro,Test Station,P07,WC-TST-02,Koh Young,2022-08-19,248,Active
EQ-P07-0779,Solder Station Gamma,Soldering,P07,WC-SOL-01,Nordson,2020-12-17,149,Active
EQ-P07-0780,Wave System Gamma,Wave Solder,P07,WC-WSL-01,Heller Industries,2018-05-29,202,Active
EQ-P07-0781,Coating Station Pro,Coating,P07,WC-COT-01,Precision Valve,2017-07-09,218,Active
EQ-P07-0782,SMT Cell F,SMT Assembly,P07,WC-SMT-02,Assembleon,2022-07-07,101,Active
EQ-P07-0783,SPI System Theta,Inspection,P07,WC-INS-02,Viscom,2023-01-21,88,Active
EQ-P07-0784,Solder Station Max,Soldering,P07,WC-SOL-01,BTU International,2022-03-09,190,Active
EQ-P07-0785,Functional Tester Epsilon,Test Station,P07,WC-TST-01,National Instruments,2022-08-15,206,Active
EQ-P07-0786,Wave Solder Beta,Wave Solder,P07,WC-WSL-01,Seho,2020-10-31,222,Active
EQ-P07-0787,Paste Printer 10,Printing,P07,WC-PRT-01,DEK,2024-02-08,230,Active
EQ-P07-0788,X-Ray System 6,X-Ray,P07,WC-XRY-01,Viscom,2016-12-11,100,Active
EQ-P07-0789,Wave Solder Zeta,Wave Solder,P07,WC-WSL-01,Heller Industries,2016-12-30,228,Active
EQ-P07-0790,Reflow System G,Reflow,P07,WC-RFL-02,Vitronics Soltec,2023-08-09,86,Active
EQ-P07-0791,X-Ray System D,X-Ray,P07,WC-XRY-01,Nordson,2018-04-08,220,Active
EQ-P07-0792,Coating Station Epsilon,Coating,P07,WC-COT-01,Precision Valve,2020-10-13,78,Active
EQ-P07-0793,Reflow System A,Reflow,P07,WC-RFL-02,Heller Industries,2020-06-01,76,Active
EQ-P07-0794,Wave Solder Max,Soldering,P07,WC-SOL-01,Pillarhouse,2020-12-10,152,Active
EQ-P07-0795,Placement Machine C,Pick and Place,P07,WC-PPL-01,Samsung,2020-09-14,148,Active
EQ-P07-0796,P&P Unit 6,Pick and Place,P07,WC-PPL-02,Samsung,2020-01-03,227,Active
EQ-P07-0797,Solder Station IV,Soldering,P07,WC-SOL-02,Nordson,2022-06-19,192,Active
EQ-P07-0798,Reflow System Epsilon,Reflow,P07,WC-RFL-02,Heller Industries,2019-05-28,77,Active
EQ-P07-0799,X-Ray System Delta,X-Ray,P07,WC-XRY-01,Viscom,2025-02-05,105,Active
EQ-P07-0800,X-Ray Inspector III,X-Ray,P07,WC-XRY-01,Nikon Metrology,2020-02-26,124,Active
EQ-P07-0801,X-Ray Inspector 5,X-Ray,P07,WC-XRY-01,Viscom,2022-10-02,195,Active
EQ-P07-0802,AOI Inspector Alpha,Inspection,P07,WC-INS-02,Saki,2019-04-04,180,Active
EQ-P07-0803,AOI Inspector Ultra,Test Station,P07,WC-TST-01,National Instruments,2025-07-08,50,Active
EQ-P07-0804,Coating Station H,Coating,P07,WC-COT-01,Nordson,2021-04-09,229,Active
EQ-P07-0805,Conformal Coater II,Coating,P07,WC-COT-01,Precision Valve,2020-01-01,104,Active
EQ-P07-0806,Reflow System 8,Reflow,P07,WC-RFL-01,Heller Industries,2016-09-10,156,Active
EQ-P07-0807,Test Bench Beta,Test Station,P07,WC-TST-01,Koh Young,2024-07-01,234,Active
EQ-P07-0808,Stencil Printer I,Printing,P07,WC-PRT-01,Ekra,2016-06-19,166,Active
EQ-P07-0809,X-Ray System Plus,X-Ray,P07,WC-XRY-01,Viscom,2021-05-10,191,Active
EQ-P07-0810,Stencil Printer II,Printing,P07,WC-PRT-01,MPM,2019-05-02,51,Active
EQ-P07-0811,P&P Unit Max,Pick and Place,P07,WC-PPL-02,Samsung,2019-08-26,143,Active
EQ-P07-0812,SMT Cell 8,SMT Assembly,P07,WC-SMT-02,Assembleon,2024-11-04,198,Active
EQ-P07-0813,Wave Solder Pro,Soldering,P07,WC-SOL-02,Heller Industries,2025-03-27,183,Active
EQ-P07-0814,Selective Solder Epsilon,Soldering,P07,WC-SOL-02,Heller Industries,2018-06-11,212,Active
EQ-P07-0815,X-Ray System Max,X-Ray,P07,WC-XRY-01,Nordson,2017-05-20,52,Active
EQ-P07-0816,Wave System 7,Wave Solder,P07,WC-WSL-01,Seho,2017-02-28,125,Active
EQ-P07-0817,Assembly Station 1,SMT Assembly,P07,WC-SMT-03,Assembleon,2025-06-04,211,Active
EQ-P07-0818,AOI Inspector Beta,Test Station,P07,WC-TST-01,Thermotron,2022-11-24,174,Active
EQ-P07-0819,Wave System A,Wave Solder,P07,WC-WSL-01,Heller Industries,2019-03-17,121,Active
EQ-P07-0820,Vision Inspector D,Inspection,P07,WC-INS-01,Koh Young,2019-06-24,239,Active
EQ-P07-0821,Reflow System H,Reflow,P07,WC-RFL-01,Vitronics Soltec,2020-09-03,96,Active
EQ-P07-0822,SMT Line B,SMT Assembly,P07,WC-SMT-01,Yamaha,2016-09-20,176,Active
EQ-P07-0823,Paste Printer C,Printing,P07,WC-PRT-01,Speedline,2023-10-01,197,Active
EQ-P07-0824,Coating Station Delta,Coating,P07,WC-COT-01,Nordson,2024-03-26,168,Active
EQ-P07-0825,SPI System 9,Inspection,P07,WC-INS-01,Saki,2020-10-16,117,Active
EQ-P07-0826,Paste Printer 9,Printing,P07,WC-PRT-02,DEK,2018-07-03,130,Maintenance
EQ-P07-0827,SMT Cell 7,SMT Assembly,P07,WC-SMT-03,Fuji Corporation,2016-08-23,160,Active
EQ-P07-0828,SPI System Eta,Inspection,P07,WC-INS-02,Omron,2023-04-02,217,Active
EQ-P07-0829,Reflow System D,Reflow,P07,WC-RFL-01,Heller Industries,2022-08-07,190,Active
EQ-P07-0830,Assembly Station Eta,SMT Assembly,P07,WC-SMT-01,Fuji Corporation,2020-03-22,76,Active
EQ-P07-0831,Conformal Coater E,Coating,P07,WC-COT-01,Asymtek,2025-09-24,56,Active
EQ-P07-0832,SMT Line Theta,SMT Assembly,P07,WC-SMT-03,Assembleon,2018-03-04,80,Active
EQ-P07-0833,X-Ray Inspector Theta,X-Ray,P07,WC-XRY-01,Dage,2018-04-24,97,Active
EQ-P07-0834,Reflow System II,Reflow,P07,WC-RFL-02,BTU International,2018-05-08,220,Active
EQ-P07-0835,Coating Station 2,Coating,P07,WC-COT-01,GPD Global,2017-05-25,65,Active
EQ-P07-0836,Conformal Coater D,Coating,P07,WC-COT-01,Nordson,2021-03-04,67,Active
EQ-P07-0837,Pick and Place Prime,Pick and Place,P07,WC-PPL-02,Samsung,2024-11-23,86,Active
EQ-P07-0838,Paste Printer 1,Printing,P07,WC-PRT-01,Ekra,2024-12-14,58,Active
EQ-P07-0839,X-Ray Inspector Prime,X-Ray,P07,WC-XRY-01,Nordson,2024-06-11,217,Active
EQ-P07-0840,SMT Line 6,SMT Assembly,P07,WC-SMT-02,Juki,2021-09-22,197,Active
EQ-P07-0841,Reflow System Epsilon,Reflow,P07,WC-RFL-02,Ersa,2020-01-21,107,Active
EQ-P07-0842,Reflow System 4,Reflow,P07,WC-RFL-02,BTU International,2021-08-15,64,Active
EQ-P07-0843,Solder Station IV,Soldering,P07,WC-SOL-02,Pillarhouse,2017-08-02,246,Active
EQ-P07-0844,P&P Unit E,Pick and Place,P07,WC-PPL-01,Fuji Corporation,2022-10-05,228,Active
EQ-P07-0845,Solder Station III,Soldering,P07,WC-SOL-02,Pillarhouse,2017-11-13,98,Active
EQ-P07-0846,P&P Unit 9,Pick and Place,P07,WC-PPL-01,Yamaha,2025-05-28,188,Active
EQ-P07-0847,Reflow Oven Gamma,Reflow,P07,WC-RFL-02,Rehm,2022-04-23,64,Active
EQ-P07-0848,SMT Line Pro,SMT Assembly,P07,WC-SMT-01,Juki,2020-12-21,223,Active
EQ-P07-0849,Wave Solder Gamma,Wave Solder,P07,WC-WSL-01,Pillarhouse,2017-11-12,86,Active
EQ-P07-0850,SMT Line H,SMT Assembly,P07,WC-SMT-03,Juki,2018-04-01,216,Active
EQ-P07-0851,Test Bench IV,Test Station,P07,WC-TST-02,Keysight,2019-04-05,93,Active
EQ-P07-0852,Wave Solder G,Soldering,P07,WC-SOL-01,BTU International,2025-05-28,101,Active
EQ-P07-0853,Stencil Printer 5,Printing,P07,WC-PRT-01,MPM,2016-09-24,104,Active
EQ-P07-0854,X-Ray Inspector Theta,X-Ray,P07,WC-XRY-01,Dage,2023-01-16,86,Active
EQ-P07-0855,ICT Tester H,Test Station,P07,WC-TST-01,National Instruments,2019-08-03,60,Active
EQ-P07-0856,X-Ray Inspector Prime,X-Ray,P07,WC-XRY-01,Viscom,2025-03-17,51,Active
EQ-P07-0857,Wave Solder V,Soldering,P07,WC-SOL-02,Nordson,2018-05-08,82,Active
EQ-P07-0858,SPI System H,Inspection,P07,WC-INS-02,Viscom,2024-02-27,206,Active
EQ-P07-0859,X-Ray Inspector 4,X-Ray,P07,WC-XRY-01,Dage,2022-03-19,157,Active
EQ-P07-0860,Placement Machine Eta,Pick and Place,P07,WC-PPL-01,Fuji Corporation,2019-03-04,142,Active
EQ-P07-0861,Wave System F,Wave Solder,P07,WC-WSL-01,Nordson,2023-01-05,63,Active
EQ-P07-0862,Functional Tester C,Test Station,P07,WC-TST-02,Nikon Metrology,2018-08-07,61,Active
EQ-P07-0863,Conformal Coater 1,Coating,P07,WC-COT-01,GPD Global,2022-05-13,207,Active
EQ-P07-0864,Reflow Oven Max,Reflow,P07,WC-RFL-01,BTU International,2024-02-21,90,Active
EQ-P07-0865,Reflow Oven H,Reflow,P07,WC-RFL-01,Rehm,2018-01-09,163,Active
EQ-P07-0866,Conformal Coater G,Coating,P07,WC-COT-01,Precision Valve,2017-05-18,78,Active
EQ-P07-0867,Solder Station 9,Soldering,P07,WC-SOL-02,Heller Industries,2023-08-22,68,Active
EQ-P07-0868,Reflow Oven F,Reflow,P07,WC-RFL-02,BTU International,2019-04-12,166,Active
EQ-P07-0869,Coating Station 7,Coating,P07,WC-COT-01,Asymtek,2023-02-02,101,Active
EQ-P07-0870,Assembly Station A,SMT Assembly,P07,WC-SMT-01,Assembleon,2024-11-12,169,Active
EQ-P07-0871,AOI Inspector C,Test Station,P07,WC-TST-01,National Instruments,2017-04-05,213,Maintenance
EQ-P07-0872,Test Bench I,Test Station,P07,WC-TST-01,Thermotron,2016-07-02,183,Active
EQ-P07-0873,P&P Unit 2,Pick and Place,P07,WC-PPL-02,Samsung,2025-12-13,236,Active
EQ-P07-0874,P&P Unit G,Pick and Place,P07,WC-PPL-02,Fuji Corporation,2019-06-24,88,Maintenance
EQ-P07-0875,SMT Line V,SMT Assembly,P07,WC-SMT-01,Juki,2017-11-20,246,Active
EQ-P08-0876,Paste Printer Eta,Printing,P08,WC-PRT-02,ASM,2021-01-14,176,Active
EQ-P08-0877,Wave Solder A,Wave Solder,P08,WC-WSL-01,Heller Industries,2022-02-03,125,Active
EQ-P08-0878,Selective Solder 4,Soldering,P08,WC-SOL-02,BTU International,2024-04-19,230,Active
EQ-P08-0879,X-Ray System IV,X-Ray,P08,WC-XRY-01,Creative Electron,2017-06-16,85,Active
EQ-P08-0880,Paste Printer Alpha,Printing,P08,WC-PRT-02,Ekra,2016-06-18,210,Active
EQ-P08-0881,Conformal Coater II,Coating,P08,WC-COT-01,Speedline,2017-09-02,119,Active
EQ-P08-0882,X-Ray Inspector 6,X-Ray,P08,WC-XRY-01,Creative Electron,2017-11-11,64,Active
EQ-P08-0883,Conformal Coater 8,Coating,P08,WC-COT-01,Nordson,2020-11-22,208,Active
EQ-P08-0884,Coating Station A,Coating,P08,WC-COT-01,Asymtek,2022-05-11,111,Active
EQ-P08-0885,Reflow Oven 5,Reflow,P08,WC-RFL-01,Rehm,2022-02-27,118,Active
EQ-P08-0886,Stencil Printer 8,Printing,P08,WC-PRT-01,MPM,2022-03-29,165,Active
EQ-P08-0887,Wave System III,Wave Solder,P08,WC-WSL-01,Heller Industries,2019-02-24,144,Active
EQ-P08-0888,Solder Station Zeta,Soldering,P08,WC-SOL-02,Heller Industries,2021-09-24,95,Active
EQ-P08-0889,Wave Solder Theta,Soldering,P08,WC-SOL-01,BTU International,2018-04-18,87,Active
EQ-P08-0890,P&P Unit I,Pick and Place,P08,WC-PPL-01,Samsung,2018-06-17,188,Maintenance
EQ-P08-0891,Reflow System Beta,Reflow,P08,WC-RFL-02,Vitronics Soltec,2022-11-04,98,Active
EQ-P08-0892,P&P Unit 6,Pick and Place,P08,WC-PPL-02,Samsung,2018-10-05,215,Active
EQ-P08-0893,Reflow System 4,Reflow,P08,WC-RFL-02,Rehm,2019-10-02,83,Active
EQ-P08-0894,AOI Inspector V,Inspection,P08,WC-INS-02,Nordson,2021-12-10,123,Active
EQ-P08-0895,Assembly Station IV,SMT Assembly,P08,WC-SMT-02,Panasonic,2024-03-31,208,Maintenance
EQ-P08-0896,Wave Solder B,Wave Solder,P08,WC-WSL-01,Ersa,2024-04-21,110,Active
EQ-P08-0897,Conformal Coater 1,Coating,P08,WC-COT-01,Speedline,2021-12-19,97,Active
EQ-P08-0898,SMT Line 8,SMT Assembly,P08,WC-SMT-02,Yamaha,2021-01-31,188,Maintenance
EQ-P08-0899,Wave Solder 10,Wave Solder,P08,WC-WSL-01,Ersa,2020-07-06,246,Active
EQ-P08-0900,Reflow Oven Max,Reflow,P08,WC-RFL-01,Vitronics Soltec,2020-06-03,134,Active
EQ-P08-0901,Vision Inspector B,Inspection,P08,WC-INS-02,Saki,2017-02-22,194,Active
EQ-P08-0902,Reflow System Gamma,Reflow,P08,WC-RFL-01,Vitronics Soltec,2024-07-19,223,Active
EQ-P08-0903,Vision Inspector G,Inspection,P08,WC-INS-02,Koh Young,2021-02-10,141,Active
EQ-P08-0904,SMT Line Pro,SMT Assembly,P08,WC-SMT-03,Assembleon,2023-08-16,250,Maintenance
EQ-P08-0905,AOI Inspector Max,Inspection,P08,WC-INS-01,Nordson,2016-08-02,164,Active
EQ-P08-0906,Solder Station Prime,Soldering,P08,WC-SOL-02,Nordson,2022-07-20,204,Active
EQ-P08-0907,SMT Line II,SMT Assembly,P08,WC-SMT-02,Yamaha,2021-12-19,148,Active
EQ-P08-0908,SPI System III,Inspection,P08,WC-INS-02,Omron,2016-04-22,193,Active
EQ-P08-0909,Reflow System C,Reflow,P08,WC-RFL-02,Ersa,2017-01-28,236,Maintenance
EQ-P08-0910,Stencil Printer B,Printing,P08,WC-PRT-01,Speedline,2023-10-13,127,Active
EQ-P08-0911,Wave System Zeta,Wave Solder,P08,WC-WSL-01,Ersa,2026-01-14,154,Active
EQ-P08-0912,Vision Inspector IV,Inspection,P08,WC-INS-01,Saki,2018-02-23,195,Active
EQ-P08-0913,ICT Tester 3,Test Station,P08,WC-TST-01,Koh Young,2019-11-26,175,Active
EQ-P08-0914,SPI System Ultra,Inspection,P08,WC-INS-02,Viscom,2017-10-25,168,Active
EQ-P08-0915,Assembly Station V,SMT Assembly,P08,WC-SMT-02,Panasonic,2024-09-20,217,Active
EQ-P08-0916,SPI System H,Inspection,P08,WC-INS-01,Saki,2025-10-17,80,Active
EQ-P08-0917,Reflow System II,Reflow,P08,WC-RFL-02,BTU International,2016-05-17,116,Active
EQ-P08-0918,Reflow Oven 1,Reflow,P08,WC-RFL-02,BTU International,2024-04-14,198,Active
EQ-P08-0919,Conformal Coater C,Coating,P08,WC-COT-01,Precision Valve,2025-07-09,119,Active
EQ-P08-0920,Conformal Coater Pro,Coating,P08,WC-COT-01,Nordson,2018-12-12,69,Active
EQ-P08-0921,AOI Inspector 5,Test Station,P08,WC-TST-01,Keysight,2016-11-03,225,Active
EQ-P08-0922,Vision Inspector 7,Inspection,P08,WC-INS-01,Omron,2016-11-17,86,Active
EQ-P08-0923,Wave System I,Wave Solder,P08,WC-WSL-01,Ersa,2022-04-19,91,Active
EQ-P08-0924,Functional Tester Ultra,Test Station,P08,WC-TST-01,Thermotron,2019-03-27,226,Active
EQ-P08-0925,Wave System IV,Wave Solder,P08,WC-WSL-01,Nordson,2025-04-04,79,Active
EQ-P08-0926,Assembly Station 8,SMT Assembly,P08,WC-SMT-02,Juki,2024-07-21,163,Active
EQ-P08-0927,X-Ray Inspector 4,X-Ray,P08,WC-XRY-01,Creative Electron,2025-10-16,240,Active
EQ-P08-0928,Placement Machine G,Pick and Place,P08,WC-PPL-01,Fuji Corporation,2022-08-31,82,Active
EQ-P08-0929,Solder Station Beta,Soldering,P08,WC-SOL-01,Ersa,2017-06-04,173,Active
EQ-P08-0930,SMT Line Plus,SMT Assembly,P08,WC-SMT-01,Panasonic,2019-06-18,65,Active
EQ-P08-0931,SPI System Alpha,Inspection,P08,WC-INS-01,Koh Young,2017-08-26,74,Active
EQ-P08-0932,X-Ray Inspector 7,X-Ray,P08,WC-XRY-01,Dage,2025-10-14,73,Active
EQ-P08-0933,SPI System C,Inspection,P08,WC-INS-02,Viscom,2016-07-10,178,Active
EQ-P08-0934,X-Ray Inspector Alpha,X-Ray,P08,WC-XRY-01,Dage,2020-03-07,105,Active
EQ-P08-0935,Vision Inspector Eta,Inspection,P08,WC-INS-01,Nordson,2023-09-18,179,Active
EQ-P08-0936,Reflow System Eta,Reflow,P08,WC-RFL-01,Vitronics Soltec,2024-02-01,140,Maintenance
EQ-P08-0937,Paste Printer Theta,Printing,P08,WC-PRT-01,Ekra,2017-07-29,130,Active
EQ-P08-0938,Wave Solder 8,Soldering,P08,WC-SOL-01,Nordson,2018-03-18,123,Active
EQ-P08-0939,Assembly Station Theta,SMT Assembly,P08,WC-SMT-02,Fuji Corporation,2021-10-18,122,Active
EQ-P08-0940,Vision Inspector I,Inspection,P08,WC-INS-01,Saki,2022-11-08,159,Active
EQ-P08-0941,Solder Station Alpha,Soldering,P08,WC-SOL-02,Ersa,2018-07-21,175,Active
EQ-P08-0942,Stencil Printer B,Printing,P08,WC-PRT-01,Speedline,2021-09-07,152,Active
EQ-P08-0943,Wave Solder E,Soldering,P08,WC-SOL-01,Heller Industries,2022-04-25,101,Active
EQ-P08-0944,Paste Printer Prime,Printing,P08,WC-PRT-01,DEK,2022-12-28,245,Active
EQ-P08-0945,X-Ray System 7,X-Ray,P08,WC-XRY-01,Creative Electron,2020-10-11,220,Active
EQ-P08-0946,Stencil Printer IV,Printing,P08,WC-PRT-02,Speedline,2024-11-25,81,Active
EQ-P08-0947,Reflow Oven Eta,Reflow,P08,WC-RFL-01,Heller Industries,2017-11-02,63,Active
EQ-P08-0948,Reflow System 5,Reflow,P08,WC-RFL-01,BTU International,2024-05-26,127,Active
EQ-P08-0949,Wave Solder E,Soldering,P08,WC-SOL-02,BTU International,2022-10-27,219,Active
EQ-P08-0950,Wave Solder Gamma,Wave Solder,P08,WC-WSL-01,Ersa,2021-04-15,80,Active
EQ-P08-0951,Conformal Coater Gamma,Coating,P08,WC-COT-01,Precision Valve,2025-09-29,95,Active
EQ-P08-0952,SPI System A,Inspection,P08,WC-INS-02,Nordson,2022-08-11,233,Active
EQ-P08-0953,Selective Solder Ultra,Soldering,P08,WC-SOL-02,Nordson,2018-06-05,188,Active
EQ-P08-0954,Reflow Oven 10,Reflow,P08,WC-RFL-01,Rehm,2023-02-28,176,Active
EQ-P08-0955,Paste Printer 5,Printing,P08,WC-PRT-02,ASM,2025-06-04,57,Active
EQ-P08-0956,Test Bench 6,Test Station,P08,WC-TST-02,National Instruments,2021-11-05,74,Active
EQ-P08-0957,Coating Station H,Coating,P08,WC-COT-01,Precision Valve,2023-05-03,110,Active
EQ-P08-0958,X-Ray System Theta,X-Ray,P08,WC-XRY-01,Nikon Metrology,2022-04-30,93,Active
EQ-P08-0959,Conformal Coater Plus,Coating,P08,WC-COT-01,Nordson,2021-05-22,118,Active
EQ-P08-0960,Reflow System 9,Reflow,P08,WC-RFL-01,Rehm,2019-09-19,149,Active
EQ-P08-0961,Selective Solder F,Soldering,P08,WC-SOL-01,Ersa,2022-05-06,177,Active
EQ-P08-0962,Conformal Coater II,Coating,P08,WC-COT-01,Asymtek,2023-11-07,177,Active
EQ-P08-0963,Wave Solder 1,Soldering,P08,WC-SOL-01,Nordson,2025-07-31,126,Maintenance
EQ-P08-0964,Stencil Printer 6,Printing,P08,WC-PRT-01,Ekra,2023-01-18,67,Active
EQ-P08-0965,Wave Solder 7,Wave Solder,P08,WC-WSL-01,Seho,2017-03-11,69,Active
EQ-P08-0966,SPI System Max,Inspection,P08,WC-INS-02,Viscom,2022-08-07,101,Active
EQ-P08-0967,Vision Inspector Ultra,Inspection,P08,WC-INS-02,Viscom,2024-02-02,54,Active
EQ-P08-0968,Wave Solder IV,Wave Solder,P08,WC-WSL-01,Pillarhouse,2023-02-09,213,Active
EQ-P08-0969,X-Ray Inspector 8,X-Ray,P08,WC-XRY-01,Viscom,2020-12-04,87,Active
EQ-P08-0970,SPI System Epsilon,Inspection,P08,WC-INS-02,Saki,2019-01-02,102,Active
EQ-P08-0971,SPI System H,Inspection,P08,WC-INS-01,Omron,2021-07-24,111,Active
EQ-P08-0972,P&P Unit IV,Pick and Place,P08,WC-PPL-01,Yamaha,2020-09-01,193,Maintenance
EQ-P08-0973,Stencil Printer 2,Printing,P08,WC-PRT-01,DEK,2024-08-01,57,Active
EQ-P08-0974,Vision Inspector Gamma,Inspection,P08,WC-INS-01,Viscom,2018-01-04,174,Active
EQ-P08-0975,SMT Cell 4,SMT Assembly,P08,WC-SMT-02,Fuji Corporation,2016-05-22,66,Maintenance
EQ-P08-0976,Paste Printer A,Printing,P08,WC-PRT-01,MPM,2023-06-20,78,Active
EQ-P08-0977,Wave System Zeta,Wave Solder,P08,WC-WSL-01,Heller Industries,2023-06-11,203,Active
EQ-P08-0978,Coating Station II,Coating,P08,WC-COT-01,GPD Global,2023-09-02,86,Active
EQ-P08-0979,P&P Unit 1,Pick and Place,P08,WC-PPL-02,Juki,2016-06-08,200,Active
EQ-P08-0980,Wave System Max,Wave Solder,P08,WC-WSL-01,Ersa,2021-05-12,171,Active
EQ-P08-0981,SPI System 8,Inspection,P08,WC-INS-02,Nordson,2016-11-25,128,Active
EQ-P08-0982,X-Ray Inspector 1,X-Ray,P08,WC-XRY-01,Nikon Metrology,2019-12-01,148,Active
EQ-P08-0983,Conformal Coater 9,Coating,P08,WC-COT-01,Nordson,2026-01-09,150,Maintenance
EQ-P08-0984,AOI Inspector 4,Inspection,P08,WC-INS-01,Omron,2023-10-03,91,Maintenance
EQ-P08-0985,Conformal Coater Zeta,Coating,P08,WC-COT-01,Precision Valve,2016-11-18,249,Maintenance
EQ-P08-0986,Reflow System Eta,Reflow,P08,WC-RFL-02,Ersa,2016-11-13,91,Active
EQ-P08-0987,Wave System Ultra,Wave Solder,P08,WC-WSL-01,Heller Industries,2017-11-03,133,Active
EQ-P08-0988,SMT Cell D,SMT Assembly,P08,WC-SMT-03,Fuji Corporation,2019-01-17,163,Active
EQ-P08-0989,Functional Tester 4,Test Station,P08,WC-TST-02,Keysight,2022-08-05,197,Active
EQ-P08-0990,ICT Tester 5,Test Station,P08,WC-TST-01,Koh Young,2021-01-18,172,Active
EQ-P08-0991,AOI Inspector 3,Test Station,P08,WC-TST-01,National Instruments,2023-11-20,71,Active
EQ-P08-0992,Functional Tester Beta,Test Station,P08,WC-TST-02,Nikon Metrology,2025-11-08,192,Active
EQ-P08-0993,Pick and Place 1,Pick and Place,P08,WC-PPL-02,Yamaha,2018-04-01,93,Active
EQ-P08-0994,X-Ray Inspector Zeta,X-Ray,P08,WC-XRY-01,Viscom,2021-12-26,93,Maintenance
EQ-P08-0995,Wave Solder Prime,Soldering,P08,WC-SOL-02,BTU International,2024-10-13,107,Active
EQ-P08-0996,Placement Machine Prime,Pick and Place,P08,WC-PPL-02,Juki,2021-10-30,83,Active
EQ-P08-0997,P&P Unit E,Pick and Place,P08,WC-PPL-01,Samsung,2021-06-03,96,Active
EQ-P08-0998,AOI Inspector H,Test Station,P08,WC-TST-02,Keysight,2019-03-09,165,Maintenance
EQ-P08-0999,Coating Station Alpha,Coating,P08,WC-COT-01,Speedline,2020-11-08,84,Active
EQ-P08-1000,Paste Printer 1,Printing,P08,WC-PRT-02,Ekra,2025-04-17,74,Active
EQ-P09-1001,Assembly Station 7,SMT Assembly,P09,WC-SMT-01,Yamaha,2019-04-25,221,Maintenance
EQ-P09-1002,X-Ray System Plus,X-Ray,P09,WC-XRY-01,Nikon Metrology,2019-03-01,147,Active
EQ-P09-1003,Stencil Printer D,Printing,P09,WC-PRT-01,MPM,2023-03-12,93,Active
EQ-P09-1004,Coating Station 5,Coating,P09,WC-COT-01,Precision Valve,2018-02-23,185,Active
EQ-P09-1005,AOI Inspector A,Inspection,P09,WC-INS-02,Koh Young,2020-07-07,121,Active
EQ-P09-1006,Paste Printer Pro,Printing,P09,WC-PRT-02,MPM,2022-08-08,161,Active
EQ-P09-1007,Conformal Coater Delta,Coating,P09,WC-COT-01,Precision Valve,2023-12-30,88,Active
EQ-P09-1008,AOI Inspector C,Test Station,P09,WC-TST-02,Keysight,2018-03-13,169,Active
EQ-P09-1009,Reflow System Ultra,Reflow,P09,WC-RFL-02,BTU International,2020-09-02,167,Active
EQ-P09-1010,Test Bench F,Test Station,P09,WC-TST-02,Keysight,2016-05-17,122,Active
EQ-P09-1011,Functional Tester Alpha,Test Station,P09,WC-TST-02,Thermotron,2020-03-19,246,Active
EQ-P09-1012,Paste Printer Eta,Printing,P09,WC-PRT-01,DEK,2016-02-29,134,Active
EQ-P09-1013,Selective Solder Eta,Soldering,P09,WC-SOL-02,Ersa,2016-09-22,132,Active
EQ-P09-1014,Wave Solder 2,Soldering,P09,WC-SOL-02,Ersa,2019-06-14,218,Active
EQ-P09-1015,Assembly Station A,SMT Assembly,P09,WC-SMT-02,Assembleon,2023-09-29,62,Active
EQ-P09-1016,Vision Inspector Epsilon,Inspection,P09,WC-INS-01,Omron,2019-12-23,204,Active
EQ-P09-1017,Stencil Printer 10,Printing,P09,WC-PRT-01,MPM,2025-02-10,55,Active
EQ-P09-1018,AOI Inspector B,Test Station,P09,WC-TST-02,Nikon Metrology,2024-10-05,126,Active
EQ-P09-1019,Paste Printer Eta,Printing,P09,WC-PRT-01,MPM,2016-10-12,144,Active
EQ-P09-1020,Reflow System 2,Reflow,P09,WC-RFL-02,Ersa,2019-10-19,203,Active
